"Party","PartyGroup","BetterLeavePercent","GroupedPercent","GroupedPercent2","ConstituencyVote","Vote1","Vote2","Vote3","Vote4","Vote5","Vote6","Vote7","Vote8","SecondVote1","SecondVote2","SecondVote3","SecondVote4","Name","Constituency"
"Lab","Lab",0.5996545077,"Third","StrongLeave","Leave","For","Abstain","For","For","Abstain","Against","Against","For","For","For","For","Abstain","Stephen Kinnock","Aberavon"
"Con","Con",0.5338379841,"Second","Leave","Leave","For","For","Against","Against","For","Against","Against","For","Against","For","For","For","Guto Bebb","Aberconwy"
"SNP","Other",0.4309975547,"First","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Against","Abstain","For","For","For","Kirsty Blackman","Aberdeen North"
"Con","Con",0.3232565417,"First","Remain","Remain","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Ross Thomson","Aberdeen South"
"SNP","Other",0.4005130754,"First","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Against","Abstain","For","For","For","Neil Gray","Airdrie and Shotts"
"Con","Con",0.5789776574,"Third","Leave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Against","Against","Against","Against","Leo Docherty","Aldershot"
"Con","Con",0.6779634958,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Wendy Morton","Aldridge Brownhills"
"Con","Con",0.3846870964,"First","Remain","Remain","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Sir Graham Brady","Altrincham and Sale West"
"Lab","Lab",0.5774788291,"Third","Leave","Leave","For","For","For","Abstain","Abstain","Against","Against","Abstain","For","For","For","Abstain","Mark Tami","Alyn and Deeside"
"Con","Con",0.6533921445,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Nigel Mills","Amber Valley"
"Con","Con",0.4813276871,"Second","Remain","Remain","Against","Against","Against","Against","Against","Abstain","Abstain","Against","Against","Against","Against","Against","Kirstene Hair","Angus"
"PC","Other",0.3490749007,"First","Remain","Remain","Abstain","For","Abstain","For","For","Against","Against","Abstain","Abstain","For","For","For","Hywel Williams","Arfon"
"SNP","Other",0.3943239691,"First","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Against","Abstain","For","For","For","Brendan O'Hara","Argyll and Bute"
"Con","Con",0.5068538363,"Second","Leave","Leave","For","Against","Against","For","Against","Against","Against","For","For","Against","For","Against","Nick Herbert","Arundel and South Downs"
"Lab","Lab",0.7057585002,"Fourth","StrongLeave","Leave","For","Abstain","For","For","Abstain","Against","Against","Abstain","For","Abstain","For","Abstain","Gloria De Piero","Ashfield"
"Con","Con",0.596788819,"Third","StrongLeave","Leave","For","Against","Against","Against","Against","Against","Abstain","For","For","Against","Against","Against","Damian Green","Ashford"
"Lab","Lab",0.6180980255,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Angela Rayner","Ashton under Lyne"
"Con","Con",0.5210161337,"Second","Leave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","David Lidington","Aylesbury"
"Con","Con",0.4298681805,"First","Remain","Remain","Against","Against","Against","Against","Against","Against","Against","For","Against","Against","For","Against","Bill Grant","Ayr Carrick and Cumnock"
"Con","Con",0.5053589533,"Second","Leave","Leave","Against","Against","Against","Abstain","Against","Against","Against","For","For","Against","Abstain","Against","Victoria Prentis","Banbury"
"Con","Con",0.5401840179,"Third","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","David Duguid","Banff and Buchan"
"Lab","Lab",0.6033002338,"Fourth","StrongLeave","Leave","For","For","For","Abstain","For","Against","Against","Against","For","For","Abstain","For","Dame Margaret Hodge","Barking"
"Lab","Lab",0.6837815879,"Fourth","StrongLeave","Leave","For","Against","For","For","Abstain","Against","Against","Abstain","For","Against","For","Abstain","Dan Jarvis","Barnsley Central"
"Lab","Lab",0.7077794137,"Fourth","StrongLeave","Leave","For","Against","For","For","Abstain","Against","Against","Abstain","For","Against","For","Abstain","Stephanie Peacock","Barnsley East"
"Ind","Other",0.5678741119,"Third","Leave","Leave","Abstain","For","Against","Abstain","For","Against","Against","Against","Abstain","For","Abstain","For","John Woodcock","Barrow and Furness"
"Con","Con",0.669165671,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Abstain","Against","Against","Against","Against","Against","John Baron","Basildon and Billericay"
"Con","Con",0.5364191295,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Maria Miller","Basingstoke"
"Lab","Lab",0.6832485971,"Fourth","StrongLeave","Leave","Against","Against","For","Against","Against","Against","Against","Against","Against","Against","Against","Against","John Mann","Bassetlaw"
"LD","Other",0.3169279409,"First","Remain","Remain","Against","For","Against","Against","For","Against","Against","Against","Against","For","Against","For","Wera Hobhouse","Bath"
"Lab","Lab",0.6035245428,"Fourth","StrongLeave","Leave","For","Abstain","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Tracy Brabin","Batley and Spen"
"Lab","Lab",0.2303755679,"First","Remain","Remain","For","For","For","Abstain","For","Against","Against","Against","For","For","For","For","Marsha De Cordova","Battersea"
"Con","Con",0.4929742327,"Second","Remain","Remain","Abstain","For","Against","Abstain","For","Against","Against","Against","Abstain","For","Abstain","For","Dominic Grieve","Beaconsfield"
"Con","Con",0.4838170491,"Second","Remain","Remain","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Bob Stewart","Beckenham"
"Lab","Lab",0.5194916653,"Second","Leave","Leave","For","For","For","For","For","Against","Against","Against","For","For","For","For","Mohammad Yasin","Bedford"
"Lab","Lab",0.2700401192,"First","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","For","For","Neil Coyle","Bermondsey and Old Southwark"
"Con","Con",0.5555173308,"Third","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Anne-Marie Trevelyan","Berwick upon Tweed"
"Con","Con",0.4320071997,"First","Remain","Remain","Against","Against","Against","Against","Against","Abstain","Abstain","Against","Against","Against","Against","Against","John Lamont","Berwickshire Roxburgh and Selkirk"
"Lab","Lab",0.3093190508,"First","Remain","Remain","For","For","For","For","For","Against","Against","Against","For","For","For","For","Rushanara Ali","Bethnal Green and Bow"
"Con","Con",0.5878960886,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Graham Stuart","Beverley and Holderness"
"Con","Con",0.5767643982,"Third","Leave","Leave","Against","For","Against","Against","Against","For","Against","Against","Against","For","Against","Against","Huw Merriman","Bexhill and Battle"
"Con","Con",0.6504957583,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","Abstain","Against","Against","Against","Against","Against","Against","Sir David Evennett","Bexleyheath and Crayford"
"Ind","Other",0.517076065,"Second","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","Against","For","Against","Against","Against","Frank Field","Birkenhead"
"Lab","Lab",0.4734707048,"Second","Remain","Remain","For","For","For","Abstain","For","Against","Against","Abstain","For","For","For","For","Preet Kaur Gill","Birmingham Edgbaston"
"Lab","Lab",0.6297289172,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Against","For","For","For","Abstain","Jack Dromey","Birmingham Erdington"
"Lab","Lab",0.3356875091,"First","Remain","Remain","For","For","For","For","For","Against","Against","Against","For","For","For","For","Roger Godsiff","Birmingham Hall Green"
"Lab","Lab",0.5148416727,"Second","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Liam Byrne","Birmingham Hodge Hill"
"Lab","Lab",0.3562267156,"First","Remain","Remain","For","For","For","For","For","Against","Against","Against","For","For","For","For","Shabana Mahmood","Birmingham Ladywood"
"Lab","Lab",0.617882451,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Against","For","For","For","For","Richard Burden","Birmingham Northfield"
"Lab","Lab",0.5121731706,"Second","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Khalid Mahmood","Birmingham Perry Barr"
"Lab","Lab",0.4690743133,"Second","Remain","Remain","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","For","Steve McCabe","Birmingham Selly Oak"
"Lab","Lab",0.6009480763,"Third","StrongLeave","Leave","For","For","For","For","For","Against","Against","Against","For","For","For","For","Jess Phillips","Birmingham Yardley"
"Lab","Lab",0.6062241442,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Against","For","For","For","For","Helen Goodman","Bishop Auckland"
"Lab","Lab",0.5372925725,"Second","Leave","Leave","For","For","For","For","Abstain","Abstain","Abstain","Abstain","For","For","For","Abstain","Kate Hollern","Blackburn"
"Lab","Lab",0.5133290917,"Second","Leave","Leave","Against","Against","Abstain","Against","Against","Abstain","For","Against","Against","Against","Against","Against","Graham Stringer","Blackley and Broughton"
"Con","Con",0.6685365381,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Paul Maynard","Blackpool North and Cleveleys"
"Lab","Lab",0.6780391362,"Fourth","StrongLeave","Leave","For","For","For","For","Against","Against","Against","Against","For","For","For","Abstain","Gordon Marsden","Blackpool South"
"Lab","Lab",0.6202804437,"Fourth","StrongLeave","Leave","For","For","For","Abstain","Abstain","Against","Against","Abstain","For","For","For","Abstain","Nick Smith","Blaenau Gwent"
"Lab","Lab",0.5631875632,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Liz Twist","Blaydon"
"Lab","Lab",0.5988035794,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","For","Against","Against","Against","Against","Ronnie Campbell","Blyth Valley"
"Con","Con",0.6422377605,"Fourth","StrongLeave","Leave","Against","Against","Against","Abstain","Against","Abstain","Against","Abstain","Against","Against","Against","Against","Nick Gibb","Bognor Regis and Littlehampton"
"Lab","Lab",0.7027221264,"Fourth","StrongLeave","Leave","Against","Against","For","Against","Against","For","Against","For","For","For","Abstain","Abstain","Dennis Skinner","Bolsover"
"Lab","Lab",0.5776723522,"Third","Leave","Leave","For","For","For","For","For","Against","Against","Against","For","For","For","Abstain","Sir David Crausby","Bolton North East"
"Lab","Lab",0.6342168192,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Yasmin Qureshi","Bolton South East"
"Con","Con",0.5553871533,"Third","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Chris Green","Bolton West"
"Lab","Lab",0.5487643903,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Peter Dowd","Bootle"
"Con","Con",0.7496077813,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Matt Warman","Boston and Skegness"
"Con","Con",0.6079730392,"Fourth","StrongLeave","Leave","Against","Against","Against","For","Against","Against","Against","For","Against","Against","For","Against","David Tredinnick","Bosworth"
"Con","Con",0.5350713031,"Second","Leave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","For","Against","Against","Against","Tobias Ellwood","Bournemouth East"
"Con","Con",0.5789926072,"Third","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Conor Burns","Bournemouth West"
"Con","Con",0.5325104196,"Second","Leave","Leave","Against","For","Against","Against","For","Against","Against","Against","Against","For","Against","For","Phillip Lee","Bracknell"
"Lab","Lab",0.5515782934,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Imran Hussain","Bradford East"
"Lab","Lab",0.6356121775,"Fourth","StrongLeave","Leave","For","Abstain","For","Abstain","Abstain","Against","Against","Abstain","For","Abstain","For","Abstain","Judith Cummins","Bradford South"
"Lab","Lab",0.4674085444,"Second","Remain","Remain","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Naz Shah","Bradford West"
"Con","Con",0.614274471,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","Abstain","Against","Against","Against","Against","Against","Against","James Cleverly","Braintree"
"Con","Con",0.5172431786,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","For","For","Against","Against","Against","Against","Chris Davies","Brecon and Radnorshire"
"Lab","Lab",0.4292455493,"First","Remain","Remain","For","For","For","Abstain","Abstain","Against","Against","Against","For","For","For","Abstain","Dawn Butler","Brent Central"
"Lab","Lab",0.4309235831,"First","Remain","Remain","For","For","For","Abstain","Abstain","Against","Against","Abstain","For","For","For","Abstain","Barry Gardiner","Brent North"
"Lab","Lab",0.4330890315,"First","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","For","For","Ruth Cadbury","Brentford and Isleworth"
"Con","Con",0.608936703,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","Abstain","Abstain","Against","Against","Against","Against","Against","Alex Burghart","Brentwood and Ongar"
"Lab","Lab",0.496508306,"Second","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","Abstain","For","Madeleine Moon","Bridgend"
"Con","Con",0.6219046456,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Ian Liddell-Grainger","Bridgwater and West Somerset"
"Con","Con",0.6620507891,"Fourth","StrongLeave","Leave","Against","Against","Against","For","Against","For","For","For","Against","Against","For","Against","Andrew Percy","Brigg and Goole"
"Lab","Lab",0.4342993775,"First","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","For","For","Lloyd Russell-Moyle","Brighton Kemptown"
"Grn","Other",0.2567763142,"First","Remain","Remain","Against","For","Against","Against","For","Against","Against","Against","Against","For","Against","For","Caroline Lucas","Brighton Pavilion"
"Lab","Lab",0.4679527183,"Second","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","Abstain","For","Kerry McCarthy","Bristol East"
"Lab","Lab",0.3885281199,"First","Remain","Remain","For","For","For","Abstain","For","Against","Against","Against","For","For","Abstain","For","Darren Jones","Bristol North West"
"Lab","Lab",0.4795283789,"Second","Remain","Remain","For","For","For","For","For","Against","Against","Against","For","For","For","For","Karin Smyth","Bristol South"
"Lab","Lab",0.2071150843,"First","Remain","Remain","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Thangam Debbonaire","Bristol West"
"Con","Con",0.5406077153,"Third","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Keith Simpson","Broadland"
"Con","Con",0.4982886934,"Second","Remain","Remain","For","Against","Against","For","Against","Against","Against","For","For","Abstain","Abstain","Against","Robert Neill","Bromley and Chislehurst"
"Con","Con",0.5536512794,"Third","Leave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Sajid Javid","Bromsgrove"
"Con","Con",0.6581793055,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Charles Walker","Broxbourne"
"TIG","Other",0.5241484493,"Second","Leave","Leave","Against","For","Against","Against","For","Against","Against","Against","Against","For","Against","For","Anna Soubry","Broxtowe"
"Lab","Lab",0.6661279897,"Fourth","StrongLeave","Leave","For","Abstain","For","For","Abstain","Against","Against","Abstain","For","Abstain","For","Abstain","Julie Cooper","Burnley"
"Con","Con",0.6462413639,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Andrew Griffiths","Burton"
"Lab","Lab",0.536593443,"Second","Leave","Leave","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","James Frith","Bury North"
"Ind","Other",0.5452602877,"Third","Leave","Leave","For","Against","For","For","Abstain","Against","Against","Against","For","Against","For","Against","Ivan Lewis","Bury South"
"Con","Con",0.5373851606,"Second","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Jo Churchill","Bury St Edmunds"
"Lab","Lab",0.5515760503,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Wayne David","Caerphilly"
"LD","Other",0.4943534937,"Second","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Abstain","Abstain","For","Abstain","For","Jamie Stone","Caithness Sutherland and Easter"
"Con","Con",0.5316421306,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Craig Whittaker","Calder Valley"
"Lab","Lab",0.3019691475,"First","Remain","Remain","For","For","For","For","For","Against","Against","Against","For","For","For","For","Harriet Harman","Camberwell and Peckham"
"Con","Con",0.5791059617,"Third","Leave","Leave","Against","Against","Against","For","Against","For","For","For","Against","Against","For","Against","George Eustice","Camborne and Redruth"
"Lab","Lab",0.262252731,"First","Remain","Remain","Abstain","For","Abstain","Against","For","Against","Against","Against","Abstain","For","Against","For","Daniel Zeichner","Cambridge"
"Con","Con",0.6886035313,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Abstain","Against","Against","Against","Against","Against","Amanda Milling","Cannock Chase"
"Lab","Lab",0.4534039729,"First","Remain","Remain","For","For","For","Abstain","For","Against","Against","Against","For","For","Abstain","For","Rosie Duffield","Canterbury"
"Lab","Lab",0.3035441463,"First","Remain","Remain","Abstain","For","Abstain","Against","For","Against","Against","Against","Against","For","Against","For","Jo Stevens","Cardiff Central"
"Lab","Lab",0.3908054342,"First","Remain","Remain","Against","For","For","Against","For","Against","Against","Against","Against","For","Against","For","Anna McMorrin","Cardiff North"
"Lab","Lab",0.4493568723,"First","Remain","Remain","For","For","For","Abstain","For","Against","Against","Against","For","For","Abstain","For","Stephen Doughty","Cardiff South and Penarth"
"Lab","Lab",0.4483702206,"First","Remain","Remain","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Kevin Brennan","Cardiff West"
"Con","Con",0.6048799932,"Fourth","StrongLeave","Leave","Against","Against","Against","For","Against","Abstain","Against","For","Against","Against","For","Against","John Stevenson","Carlisle"
"PC","Other",0.5376553474,"Third","Leave","Leave","Abstain","For","Abstain","For","For","Against","Against","Abstain","Abstain","For","For","For","Jonathan Edwards","Carmarthen East and Dinefwr"
"Con","Con",0.5536619483,"Third","Leave","Leave","Against","Against","Against","For","Against","Abstain","Abstain","For","Against","Against","For","Against","Simon Hart","Carmarthen West and South Pembro"
"LD","Other",0.5630242446,"Third","Leave","Leave","Abstain","For","Abstain","Abstain","For","Against","Against","Abstain","Against","For","Against","For","Tom Brake","Carshalton and Wallington"
"Con","Con",0.7269939242,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Rebecca Harris","Castle Point"
"SNP","Other",0.4272058174,"First","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Against","Abstain","For","For","For","Philippa Whitford","Central Ayrshire"
"Con","Con",0.5117887205,"Second","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Mel Stride","Central Devon"
"Con","Con",0.5448855513,"Third","Leave","Leave","Against","Against","Against","Against","Against","For","Against","For","Against","Against","Against","Against","Dan Poulter","Central Suffolk and North Ipswich"
"PC","Other",0.4537013739,"First","Remain","Remain","Abstain","For","Abstain","For","For","Against","Against","Abstain","Abstain","For","For","For","Ben Lake","Ceredigion"
"Con","Con",0.5829449052,"Third","Leave","Leave","Against","Against","Against","Against","Against","Abstain","Against","Against","Against","Against","Against","Against","Edward Argar","Charnwood"
"Con","Con",0.6474851595,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Abstain","Against","Against","Against","Against","Against","Tracey Crouch","Chatham and Aylesford"
"Con","Con",0.4265303264,"First","Remain","Remain","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Mary Robinson","Cheadle"
"Con","Con",0.5054572553,"Second","Leave","Leave","For","Against","Against","For","Against","Against","Against","Abstain","For","Against","Against","Against","Vicky Ford","Chelmsford"
"Con","Con",0.2921402094,"First","Remain","Remain","Against","Against","Against","Against","Against","Against","Abstain","Against","Against","Against","Against","Against","Greg Hands","Chelsea and Fulham"
"Con","Con",0.4278241767,"First","Remain","Remain","For","Abstain","Against","Against","Abstain","Against","Against","Against","For","Abstain","Against","Abstain","Alex Chalk","Cheltenham"
"Con","Con",0.4498498396,"First","Remain","Remain","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Dame Cheryl Gillan","Chesham and Amersham"
"Lab","Lab",0.593187532,"Third","StrongLeave","Leave","For","For","For","For","Against","Against","Against","Against","For","For","Abstain","Against","Toby Perkins","Chesterfield"
"Con","Con",0.5064288139,"Second","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","Abstain","Abstain","Against","Against","Against","Gillian Keegan","Chichester"
"Con","Con",0.4920964123,"Second","Remain","Remain","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Iain Duncan Smith","Chingford and Woodford Green"
"Con","Con",0.5232609827,"Second","Leave","Leave","Against","Against","Against","Against","Against","Abstain","For","Against","Against","Against","Against","Against","Michelle Donelan","Chippenham"
"Con","Con",0.4092972926,"First","Remain","Remain","Against","Against","Against","Against","Against","Abstain","For","Against","Against","Against","Against","Against","Theresa Villiers","Chipping Barnet"
"Lab","Lab",0.565742818,"Third","Leave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Sir Lindsay Hoyle","Chorley"
"Con","Con",0.5987484443,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Sir Christopher Chope","Christchurch"
"Con","Con",0.286318407,"First","Remain","Remain","For","Abstain","Against","Against","For","Against","For","Against","For","Abstain","Abstain","For","Mark Field","Cities of London and Westminster"
"Lab","Lab",0.4271304058,"First","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","For","For","Christian Matheson","City of Chester"
"Lab","Lab",0.4435008497,"First","Remain","Remain","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Roberta Blackman-Woods","City of Durham"
"Con","Con",0.7107657381,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Giles Watling","Clacton"
"Con","Con",0.6841059823,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Martin Vickers","Cleethorpes"
"Lab","Lab",0.6025820136,"Fourth","StrongLeave","Leave","For","For","For","Abstain","For","Against","Against","Against","For","For","Abstain","For","Susan Elan Jones","Clwyd South"
"Con","Con",0.5253250436,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","David Jones","Clwyd West"
"Lab","Lab",0.3872332567,"First","Remain","Remain","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Hugh Gaffney","Coatbridge Chryston and Bellshill"
"Con","Con",0.5106418001,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Will Quince","Colchester"
"Lab","Lab",0.4982459592,"Second","Remain","Remain","For","For","For","Against","For","Against","Against","Against","For","For","Abstain","For","Thelma Walker","Colne Valley"
"Con","Con",0.5265409394,"Second","Leave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Fiona Bruce","Congleton"
"Con","Con",0.5984604808,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","For","Against","Against","Against","Against","Trudy Harrison","Copeland"
"Con","Con",0.60114346,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Tom Pursglove","Corby"
"Lab","Lab",0.5922586701,"Third","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Colleen Fletcher","Coventry North East"
"Lab","Lab",0.5867347043,"Third","StrongLeave","Leave","For","For","For","For","Against","Against","Against","Abstain","For","For","For","Abstain","Geoffrey Robinson","Coventry North West"
"Lab","Lab",0.4890117797,"Second","Remain","Remain","Against","For","For","For","Against","Against","Against","Against","For","For","For","Abstain","Jim Cunningham","Coventry South"
"Con","Con",0.584136714,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Henry Smith","Crawley"
"Lab","Lab",0.5900216001,"Third","StrongLeave","Leave","For","Against","For","Against","Abstain","Against","Against","Against","For","Against","Against","Abstain","Laura Smith","Crewe and Nantwich"
"Lab","Lab",0.5031024069,"Second","Leave","Leave","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Sarah Jones","Croydon Central"
"Lab","Lab",0.4116806604,"First","Remain","Remain","For","For","For","For","For","Against","Against","Abstain","For","For","For","For","Steve Reed","Croydon North"
"Con","Con",0.4580567492,"Second","Remain","Remain","Against","Against","Against","Against","Against","Abstain","For","Against","Against","Against","Against","Against","Chris Philp","Croydon South"
"SNP","Other",0.3790899259,"First","Remain","Remain","Abstain","For","Abstain","Abstain","For","Against","Against","Against","Abstain","For","For","For","Stuart C. McDonald","Cumbernauld Kilsyth and Kirkint"
"Lab","Lab",0.5696266259,"Third","Leave","Leave","Against","For","Against","Against","For","Against","Against","Against","For","For","Abstain","For","Ann Clwyd","Cynon Valley"
"Lab","Lab",0.6992601589,"Fourth","StrongLeave","Leave","For","Against","For","For","Against","Against","Against","Abstain","For","Against","For","Against","Jon Cruddas","Dagenham and Rainham"
"Lab","Lab",0.5806846735,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Jenny Chapman","Darlington"
"Con","Con",0.6403580012,"Fourth","StrongLeave","Leave","Against","Against","Against","Against","Against","For","For","Against","Against","Against","Against","Against","Gareth Johnson","Dartford"
"Con","Con",0.5875854112,"Third","StrongLeave","Leave","Against","Against","Against","Against","Against","For","Against","Against","Against","Against","Against","Against","Chris Heaton-Harris","Daventry"
"Lab","Lab",0.5477104,"Third","Leave","Leave","For","For","For","For","Abstain","Against","Against","Against","For","For","For","Abstain","David Hanson","Delyn"
"Lab","Lab",0.6098402815,"Fourth","StrongLeave","Leave","For","Abstain","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Andrew Gwynne","Denton and Reddish"
"Ind","Other",0.5373816638,"Second","Leave","Leave","For","Against","For","Against","Against","Abstain","Against","Abstain","For","Against","Abstain","Abstain","Chris Williamson","Derby North"
"Lab","Lab",0.6161100009,"Fourth","StrongLeave","Leave","For","For","For","Abstain","Abstain","Against","Against","Abstain","For","For","For","Abstain","Margaret Beckett","Derby South"
"Con","Con",0.5128574119,"Second","Leave","Leave","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Against","Sir Patrick McLoughlin","Derbyshire Dales"
"Con","Con",0.5146439081,"Second","Leave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Claire Perry","Devizes"
"Lab","Lab",0.5726844715,"Third","Leave","Leave","For","Abstain","For","For","Abstain","Against","Against","Abstain","For","Abstain","For","For","Paula Sherriff","Dewsbury"
"Lab","Lab",0.6855959842,"Fourth","StrongLeave","Leave","Abstain","Against","For","Against","Against","Against","Against","Against","For","Against","Against","Against","Caroline Flint","Don Valley"
"Lab","Lab",0.6631997578,"Fourth","StrongLeave","Leave","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Abstain","Dame Rosie Winterton","Doncaster Central"
"Lab","Lab",0.7206050853,"Fourth","StrongLeave","Leave","For","For","For","For","Abstain","Against","Against","Abstain","For","For","For","Abstain","Edward Miliband","Doncaster North"
